name,industry,employeeCount
Omnicell,Hospital & Health Care,3375
"Omniskope, Inc",Information Technology & Services,35
Omnitracs,Computer Software,750
Omron Automation,Industrial Automation,2076
"OMS Group, LLC.",Environmental Services,53
On-Board Companies,Management Consulting,272
On-Demand Group,Information Technology & Services,82
Oncourse Home Solutions,Consumer Services,219
Ondamax Films,Entertainment,5
One IT Corp,Information Technology & Services,54
One Medical,Hospital & Health Care,3921
One Mighty Mill,Food & Beverages,22
One Network Enterprises,Computer Software,609
One Source Staffing,Staffing & Recruiting,23
ONE15 Marina,Hospitality,143
OneMain Financial,Financial Services,6137
OnePointFive (opf.degree),Environmental Services,41
OneTrust,Computer Software,2381
OnPoint Insights,Information Technology & Services,34
OnTel Products Corporation,Consumer Goods,69
Ontic,Aviation & Aerospace,747
Onward Play,Staffing & Recruiting,15
Onward Search,Staffing & Recruiting,207
Onwardpath,Information Technology & Services,29
Opelousas General Health System,Hospital & Health Care,439
Open Systems Inc.,Staffing & Recruiting,113
Open Systems Technologies,Staffing & Recruiting,371
OpenAI,Research,2066
Opener,Aviation & Aerospace,75
OPENLANE,Automotive,6065
Openly,Insurance,283
OpenPark,"Health, Wellness & Fitness",11
Openstaff,Staffing & Recruiting,7
OpenText,Computer Software,19900
"OPHTHALMIC PLASTIC & COSMETIC SURGERY, INC.",Medical Practice,12
Oportun,Financial Services,3584
Oppenheimer & Co. Inc.,Financial Services,2955
OpSens Medical,Medical Device,174
Opti Staffing Group,Staffing & Recruiting,231
"Optima Energy, Inc",Utilities,19
Optimum,Telecommunications,540
Option Care Health,Hospital & Health Care,4291
OptionMetrics,Financial Services,51
Optiv,Computer & Network Security,2400
Optomi,Information Technology & Services,302
Opus Vitae Construction,Construction,4
Opusing LLC,Staffing & Recruiting,307
Oracle,Information Technology & Services,202050
ORANGE COUNTY EMERGENCY PET CLINIC,Veterinary,19
Orange County Government,Government Administration,3202
Oregon Oncology Specialists,Hospital & Health Care,58
Oregon State Bar,Legal Services,123
"Oreva Technologies, Inc.",Staffing & Recruiting,58
Organic Valley,Food & Beverages,751
OrganizeIn,Computer & Network Security,24
Organogenesis,Biotechnology,995
Orgro,Management Consulting,9
Orion Innovation,Information Technology & Services,3968
Orion Talent,Staffing & Recruiting,589
Ortho Rhode Island,Hospital & Health Care,133
Oscar,Staffing & Recruiting,614
OSI Engineering,Staffing & Recruiting,85
Össur,Medical Device,1643
OSTechnical,Information Technology & Services,41
Oswego County Human Resources,Government Administration,1
OtB Tech LLC,Information Technology & Services,6
OtterBase,Staffing & Recruiting,118
Our Blood Institute,Hospital & Health Care,465
"Outcome Logix ( A Tech 50 Finalist company 2022, by Pittsburgh Technology Council )",Information Technology & Services,14
Outworx Group,Facilities Services,57
"OvaInnovations, LLC.",Food Production,17
Overland Park Regional Medical Center,Hospital & Health Care,746
Overture,Individual & Family Services,69
Overwatch Imaging,Aviation & Aerospace,45
OVJP Corporation,Semiconductors,18
Owl Cyber Defense,Computer & Network Security,164
OwnBackup,Computer & Network Security,1644
"Oxford Health & Wellness Center, LLC","Health, Wellness & Fitness",15
OZ,Information Technology & Services,444
P&C Global,Management Consulting,59
PACCAR Financial Corp.,Financial Services,270
PACCAR Technical Center,Automotive,83
PACE Southeast Michigan,Hospital & Health Care,200
Pacer Staffing LLC,Staffing & Recruiting,613
Pacific Clinics,Mental Health Care,1465
Pacific Coast Companies Inc,Facilities Services,119
Pacific Inventory Consultants LLC,Automotive,3
Pacific Life,Financial Services,3893
Pacific Northwest Research Institute,Research,77
Pacific Premier Bank,Banking,1193
Pacific Retirement Services,Non-profit Organization Management,940
"PACIFIC RIVER, LLC OF WASHINGTON",Public Safety,17
Pacific School of Religion,Higher Education,86
"Pacific Science & Engineering Group, Inc.",Research,68
Pacific Staffing,Staffing & Recruiting,56
"Pacific Standard Environmental, Inc.",Environmental Services,11
Pacific Symphony,Performing Arts,185
Pacific West Lending,Financial Services,6
PacifiCorp,Utilities,2661
Packaging Corporation of America,Packaging & Containers,5752
Packard Culligan Water,Consumer Services,239
PacMar Technologies,Research,92
Pactiv Evergreen Inc.,Packaging & Containers,6788
Pacxa,Information Technology & Services,94
PADCOM Design and Construction Management,Management Consulting,18
PADI,Sports,5321
"Page Southerland Page, Inc.",Architecture & Planning,1721
PainTEQ,Medical Device,95
Paladin Consulting,Staffing & Recruiting,224
Palermo's Pizza,Food & Beverages,385
Pali Wine Co.,Hospitality,58
Palm Health Resources,Hospital & Health Care,35
"Palmer & Sicard, Inc.",Facilities Services,52
Palmer Group,Staffing & Recruiting,252
Palo Alto Networks,Computer & Network Security,14318
Pamela Love,Apparel & Fashion,16
Pampered Chef,Retail,8553
PamTen Inc,Information Technology & Services,222
Panasonic Automotive North America,Electrical & Electronic Manufacturing,2729
Panasonic Avionics Corporation,Aviation & Aerospace,3468
Panasonic Connect North America,Electrical & Electronic Manufacturing,171
Panda Restaurant Group,Restaurants,7538
Pandora,Luxury Goods & Jewelry,14704
"PanelClaw, Inc. An Esdec Solar Group Company",Renewables & Environment,40
Panera Bread,Restaurants,34710
Pangea Talent Solutions,Staffing & Recruiting,39
Panorama - A Continuing Care Retirement Community,Non-profit Organization Management,69
Pantex Plant,Defense & Space,1050
Panzer Solutions LLC,Staffing & Recruiting,584
"Paradigm Group, Inc.",Staffing & Recruiting,12
Paradigm Senior Services,Computer Software,49
Paragon Medical,Medical Device,804
"Paragonium, Inc",Telecommunications,6
Paralyzed Veterans of America,Non-profit Organization Management,346
Paramount Capital Advisors,Capital Markets,6
Paramount Placement Professionals,Staffing & Recruiting,1
"Paramount Software Solutions, Inc",Information Technology & Services,205
Paratek Pharmaceuticals,Pharmaceuticals,273
Park City Municipal Corporation,Government Administration,243
"Park DuValle Community Health Center, Inc.",Hospital & Health Care,100
Park Hyatt,Hospitality,2624
"Park Place Finance, LLC - Hard Money Lender",Financial Services,43
"PARK VISTA SENIOR HOUSING MANAGEMENT, L.L.C.",Hospital & Health Care,16
Parker Gallini LLP,Law Practice,15
Parkland Medical Center,Hospital & Health Care,342
Parkridge East Hospital,Hospital & Health Care,170
Parkside Consulting Group,Human Resources,0
Parkside Financial Bank & Trust,Financial Services,108
Parkview Health,Hospital & Health Care,6592
Parsons Corporation,Information Technology & Services,17468
"Partner's Consulting, Inc.",Information Technology & Services,37
Partners Personnel,Staffing & Recruiting,837
Parts Town,Transportation/Trucking/Railroad,627
Party City,Retail,8911
Patagonia,Retail,3129
Path,Mental Health Care,723
PATH,International Affairs,3095
Pathfinders,Staffing & Recruiting,236
PathGroup,Hospital & Health Care,1065
Pathstone,Financial Services,337
Pathways,Individual & Family Services,1314
Patrice and Associates Franchising Inc,Staffing & Recruiting,300
Pattern Energy Group,Renewables & Environment,590
"Patterson Companies, Inc.",Medical Device,5421
Pax8,Information Technology & Services,1536
Paychex,Human Resources,16772
Paycor,Computer Software,2749
PayOli Solar,Renewables & Environment,11
PayPal,Computer Software,30566
PayrHealth,Hospital & Health Care,75
PCL Construction,Construction,8475
"PDS Management Services, LLC",Hospital & Health Care,20
PDSSOFT INC.,Information Technology & Services,4
Peabody Energy,Mining & Metals,2800
Peace Love Med Aesthetic Rejuvenation,"Health, Wellness & Fitness",6
PeaceHealth,Hospital & Health Care,8304
Peachtree Orthopedics,Hospital & Health Care,428
Pearson,Higher Education,34115
PebTech Solutions,Information Technology & Services,5
Pediatric Developmental Services,Hospital & Health Care,54
Pediatrix Medical Group,Hospital & Health Care,4856
PeerSource,Staffing & Recruiting,23
PeerSource Oncology,Staffing & Recruiting,2
PEG Companies,Real Estate,150
PEG Staffing & Recruiting,Staffing & Recruiting,88
Pella Corporation,Building Materials,4221
Peloton Interactive,"Health, Wellness & Fitness",4038
PenFed Credit Union,Financial Services,2417
Penn State Health,Hospital & Health Care,6389
PENNEP,Information Technology & Services,18
PENNYMAC,Financial Services,4093
Penske Truck Leasing,Transportation/Trucking/Railroad,8744
People Solutions Center,Human Resources,12
People Tech Group Inc,Information Technology & Services,1904
People's Action,Political Organization,68
"PeopleSolutions, Inc.",Staffing & Recruiting,13
PepsiCo,Food & Beverages,119403
PERC Engineering,Oil & Energy,115
Perennial Resources International,Staffing & Recruiting,19
Perfetto Contracting Co. Inc.,Construction,56
Perficient,Information Technology & Services,4658
Performance Contractors,Construction,2399
Performance Health,"Health, Wellness & Fitness",546
Performance Trust Capital Partners,Financial Services,354
Performant Corp,Financial Services,646
Perham Health,Hospital & Health Care,137
Peritus Inc,Information Technology & Services,115
Perkins Coie LLP,Law Practice,2909
Permasteelisa North America Corp.,Construction,504
"Permontes Group, Inc.",Civil Engineering,6
Perry Homes,Construction,1035
Persistent Systems,Information Technology & Services,23060
Pet Paradise,Non-profit Organization Management,588
Petco,Retail,15497
PetIQ,Consumer Goods,497
Pettit Kohn Ingrassia Lutz & Dolin PC,Law Practice,93
PetVet Care Centers,Non-profit Organization Management,578
Petvisor,Computer Software,29
Peyton Resource Group,Staffing & Recruiting,85
PFES,Utilities,170
Pfizer,Pharmaceuticals,101061
PGT Innovations,Building Materials,408
Phaidon International,Information Technology & Services,1120
Pharmavite,Consumer Goods,1193
PharmID,Hospital & Health Care,10
Phaxis,Staffing & Recruiting,164
Philadelphia Learning Collaborative,Higher Education,3
Phillips 66,Oil & Energy,11587
Phillips Spallas & Angstadt LLP,Law Practice,77
Phillips-Medisize,Medical Device,2253
Phoenix Children's,Hospital & Health Care,4350
Photon,Information Technology & Services,4886
Phreesia,Hospital & Health Care,1434
PhyNet Dermatology LLC,Medical Practice,191
Pi Square Technologies,Automotive,154
"Pickett and Associates, LLC",Civil Engineering,135
PickleRoll,Retail,0
PICS Inventory,Retail,383
Piedmont Airlines,Airlines/Aviation,3046
Pierce Manufacturing,Automotive,1057
Pilatus Business Aircraft Ltd,Aviation & Aerospace,100
Pillar,Human Resources,26
Pillsbury Winthrop Shaw Pittman LLP,Law Practice,1837
"Pilot, Inc",Design,27
Pilotier,Media Production,3
Pine Ridge Bible Camp,Recreational Facilities & Services,10
PINKO,Apparel & Fashion,945
Pinnacle Branding,Marketing & Advertising,17
"Pinnacle Group, Inc.",Information Technology & Services,1003
"Pinnacle Services, Inc.",Individual & Family Services,130
Pinpoint Talent,Staffing & Recruiting,24
Pinterest,Computer Software,7546
Piper Companies,Staffing & Recruiting,187
Piper Maddox,Renewables & Environment,107
Piper Sandler,Financial Services,1606
PJM Consulting,Management Consulting,14
"Placement By Design, Inc.",Architecture & Planning,2
"Placers Professional, a division of Placers",Staffing & Recruiting,107
Places for People,Real Estate,2808
PLAE,Sporting Goods,83
Plains All American,Oil & Energy,2299
Planet Forward,Staffing & Recruiting,171
Planet Healthcare,Staffing & Recruiting,140
Planet Pharma,Staffing & Recruiting,1122
Planet Professional,Staffing & Recruiting,231
Planet Staff LLC,Staffing & Recruiting,1
Planet Technology,Staffing & Recruiting,364
Planned Parenthood of Greater New York,Hospital & Health Care,366
PLANSIGHT,Computer Software,22
Plante Moran,Accounting,4120
"Planview, Inc.",Computer Software,1645
Plasidyne Engineering & Mfg,Aviation & Aerospace,12
Plastering Solutions Inc,Construction,2
Plastic Executive Recruiters,Plastics,19
Platform Science,Computer Software,364
Plaxonic,Information Technology & Services,202
PlayStation,Entertainment,9051
PLS Logistics Services,Transportation/Trucking/Railroad,825
Plumb,Accounting,126
"PMCS Group, Inc.",Construction,45
PNC,Financial Services,66609
PNM Resources,Utilities,942
Pocketbook Agency,Staffing & Recruiting,19
PODS,Consumer Services,1250
Point & Pay,Computer Software,69
"Point Blank Enterprises, Inc.",Law Enforcement,387
Point32Health,Insurance,1615
Pomega Energy Storage Technologies,Renewables & Environment,74
Popular Bank,Financial Services,1464
Population Services International,Non-profit Organization Management,2687
Porch Group,Computer Software,792
Porsche Motorsport North America,Automotive,33
Port City Animal Hospital,Non-profit Organization Management,0
Portfolio Creative,Staffing & Recruiting,24
Posh,Computer Software,122
Postpartum Support International,Mental Health Care,218
Potbelly Sandwich Works,Restaurants,2580
Pottery Barn,Retail,2899
Power Digital Marketing,Marketing & Advertising,916
Power Equipment Direct,Retail,111
Power Personnel,Staffing & Recruiting,147
PowerLight Technologies,Telecommunications,33
PPG,Chemicals,29072
"PPI Quality & Engineering, LLC",Oil & Energy,148
PPL Corporation,Utilities,6098
PQE Group,Management Consulting,1350
PRA Business Events,Events Services,362
"Praesidium, Inc.",Management Consulting,68
Precipitate,Architecture & Planning,4
"Precision Measurements, Inc.",Civil Engineering,55
